source,target
klf4,slc39a9
klf4,gfod1
klf4,zfp459
klf4,zmiz1
klf4,rab26
klf4,mslnl
klf4,zfp516
klf4,pkd2l1
klf4,5230400m03rik
klf4,accs
klf4,dennd2c
klf4,fam102b
klf4,d030063b19
klf4,ai464131
klf4,acot11
klf4,miat
klf4,pon2
klf4,cecr2
klf4,zfp78
klf4,b4galnt4
klf4,cngb1
klf4,cd59b
klf4,pramel6
klf4,pramel7
klf4,plekhm1
klf4,sfmbt2
klf4,eras
klf4,rtl1
klf4,myo18a
klf4,intu
klf4,lin28b
klf4,lrch1
klf4,lmo7
klf4,ccdc58
klf4,hjurp
klf4,gm1631
klf4,2610005l07rik
klf4,bc061212
klf4,ssbp1
klf4,1190002f15rik
klf4,6430531b16rik
klf4,rhox3a
klf4,mtx3
klf4,znrf2
klf4,tmsb15b1-tmsb15b2
klf4,plcxd1
klf4,olfr257
klf4,c230096k16rik
klf4,cpsf6
klf4,7420416p09rik
klf4,acsl5
klf4,ociad2
klf4,slc28a1
klf4,rhox8
klf4,rhox10
klf4,shf
klf4,apcdd1
klf4,bdp1
klf4,ankrd34a
klf4,zc3h12b
klf4,2610042l04rik
klf4,g430095p16rik
klf4,akr1c12
klf4,4631416l12rik
klf4,9530082p21rik
klf4,4632427e13rik
klf4,naip3
klf4,mir615
klf4,gm1973
klf4,1110002l01rik
klf4,9630029g12rik
klf4,snord22
klf4,4933428g20rik
klf4,b930046c15rik
zfp281,adssl1
zfp281,agrn
zfp281,ak3l1
zfp281,aldh3a1
zfp281,ank
zfp281,ap3s2
zfp281,rhob
zfp281,arntl
zfp281,zfhx3
zfp281,ate1
zfp281,atp1b2
zfp281,atp1b3
zfp281,bcap29
zfp281,bckdhb
zfp281,bcl2l1
zfp281,bub1b
zfp281,camk2b
zfp281,car4
zfp281,ctnna1
zfp281,runx1t1
zfp281,cbx3
zfp281,entpd2
zfp281,cmas
zfp281,cobl
zfp281,crabp2
zfp281,dag1
zfp281,drr1
zfp281,eno3
zfp281,epha8
zfp281,f2rl1
zfp281,fhl1
zfp281,fstl1
zfp281,fzd7
zfp281,gna11
zfp281,gpx2
zfp281,gstm5
zfp281,h2-t23
zfp281,foxg1
zfp281,hic1
zfp281,hnf4a
zfp281,prmt2
zfp281,hspb1
zfp281,il1rap
zfp281,kcnk7
zfp281,napsa
zfp281,ldhb
zfp281,lhx1
zfp281,ly6e
zfp281,smad5
zfp281,marcksl1
zfp281,mras
zfp281,mtl5
zfp281,mxi1
zfp281,nfkb1
zfp281,klk1b4
zfp281,otx1
zfp281,pcbp2
zfp281,pcna
zfp281,pdcd4
zfp281,cfp
zfp281,piga
zfp281,pip4k2a
zfp281,plaa
zfp281,plec
zfp281,mapk11
zfp281,prom1
zfp281,pter
zfp281,pxmp3
zfp281,rad50
zfp281,rad52
zfp281,rbmxrt
zfp281,ren1
zfp281,rpl22
zfp281,khdrbs1
zfp281,satb1
zfp281,sdf4
zfp281,st6gal1
zfp281,sms
zfp281,sox11
zfp281,serpina3g
zfp281,stat1
zfp281,stat3
zfp281,suclg2
zfp281,supt6h
zfp281,swap70
zfp281,taf6
zfp281,tcea3
zfp281,skp1a
zfp281,tcfap2c
zfp281,ube2e1
zfp281,uchl1
zfp281,utf1
zfp281,vamp8
zfp281,vill
zfp281,was
zfp281,zfp39
zfp281,zfp61
zfp281,zp3
zfp281,zyx
zfp281,def6
zfp281,ets2
zfp281,vax2
zfp281,orc4l
zfp281,pla2g10
zfp281,h2afy
zfp281,nit1
zfp281,clnk
zfp281,insl6
zfp281,ptdss2
zfp281,d0h4s114
zfp281,hip1r
zfp281,stau2
zfp281,sult4a1
zfp281,pdlim4
zfp281,tor3a
zfp281,lmcd1
zfp281,ddx25
zfp281,olig1
zfp281,mcrs1
zfp281,cbx7
zfp281,nub1
zfp281,stk39
zfp281,reck
zfp281,cdkl2
zfp281,atxn10
zfp281,ctnnal1
zfp281,phc2
zfp281,ramp2
zfp281,dnmt3l
zfp281,cadm1
zfp281,ramp3
zfp281,ptges3
zfp281,zmym3
zfp281,lepre1
zfp281,sae1
zfp281,crtap
zfp281,piwil2
zfp281,tacc2
zfp281,rhbg
zfp281,cdc42ep5
zfp281,pdzk1
zfp281,pcbp4
zfp281,fxyd6
zfp281,fign
zfp281,mapk8ip2
zfp281,fam129a
zfp281,pmepa1
zfp281,tsen34
zfp281,2810021b07rik
zfp281,pla2g12a
zfp281,rsl1d1
zfp281,2310079n02rik
zfp281,gtf3a
zfp281,sltm
zfp281,wdr45l
zfp281,riok3
zfp281,fip1l1
zfp281,ssbp2
zfp281,smarcd3
zfp281,2610002m06rik
zfp281,1700019n12rik
zfp281,eif2s2
zfp281,bbs2
zfp281,armcx2
zfp281,rnf125
zfp281,lrrc28
zfp281,rnmt
zfp281,tmx3
zfp281,dcakd
zfp281,fahd2a
zfp281,rpl39l
zfp281,stt3b
zfp281,lypd2
zfp281,adipor2
zfp281,gtf2f2
zfp281,1110057k04rik
zfp281,foxk2
zfp281,pitrm1
zfp281,dapk1
zfp281,fam83g
zfp281,pof1b
zfp281,ttc39b
zfp281,nt5dc2
zfp281,kif18b
zfp281,mospd1
zfp281,mipep
zfp281,zfp597
zfp281,tmem25
zfp281,syde1
zfp281,tysnd1
zfp281,ankle2
zfp281,phf7
zfp281,ppm1j
zfp281,car13
zfp281,gatsl3
zfp281,fundc1
zfp281,cotl1
zfp281,palld
zfp281,2210409e12rik
zfp281,tmem55a
zfp281,dnajc6
zfp281,ppil6
zfp281,wasl
zfp281,ccdc132
zfp281,dppa4
zfp281,dppa3
zfp281,whrn
zfp281,ift57
zfp281,msl1
zfp281,4632428n05rik
zfp281,plce1
zfp281,josd1
zfp281,nudt9
zfp281,rnd3
zfp281,ttc27
zfp281,rnf145
zfp281,efhc2
zfp281,4933402e13rik
zfp281,mxra8
zfp281,fam63a
zfp281,nudt16
zfp281,cdyl2
zfp281,jakmip1
zfp281,1700019e19rik
zfp281,2310014h01rik
zfp281,mtif2
zfp281,2410124h12rik
zfp281,arfip2
zfp281,kidins220
zfp281,stk31
zfp281,pramef12
zfp281,ralgps2
zfp281,2310046o06rik
zfp281,cdk19
zfp281,nrg4
zfp281,ube2n
zfp281,a430005l14rik
zfp281,efhd1
zfp281,arfgef2
zfp281,usp53
zfp281,4933434e20rik
zfp281,tada3
zfp281,plekhg4
zfp281,lars2
zfp281,cd276
zfp281,zc3h10
zfp281,cdc42ep1
zfp281,pelo
zfp281,pkdcc
zfp281,ldhal6b
zfp281,au023871
zfp281,arap3
zfp281,kank1
zfp281,fam111a
zfp281,hat1
zfp281,unc5b
zfp281,mylk
zfp281,pi4kb
zfp281,pacs1
zfp281,fam50a
zfp281,cbr3
zfp281,cela1
zfp281,cyp11b1
zfp281,prps2
zfp281,tle6
zfp281,hsd17b11
zfp281,fgfrl1
zfp281,igf2bp1
zfp281,igf2bp3
zfp281,gpha2
zfp281,sertad3
zfp281,acot3
zfp281,ufsp2
zfp281,hps1
zfp281,bc046404
zfp281,4930539e08rik
zfp281,rpp40
zfp281,igsf1
zfp281,2610015p09rik
zfp281,catsper2
zfp281,ncaph
zfp281,rap1b
zfp281,c85492
zfp281,fam117a
zfp281,cep68
zfp281,ubxn2a
zfp281,pomt2
zfp281,ube2e2
zfp281,d15wsu169e
zfp281,tbc1d22a
zfp281,tfb1m
zfp281,bat3
zfp281,tmem63b
zfp281,pex6
zfp281,cox15
zfp281,cyp2c44
zfp281,smyd2
zfp281,actr1b
zfp281,aamp
zfp281,slc2a6
zfp281,gyltl1b
zfp281,pias3
zfp281,ai314180
zfp281,bc057079
zfp281,foxj3
zfp281,gnl2
zfp281,dnajc5g
zfp281,aasdh
zfp281,plac8
zfp281,trafd1
zfp281,snx8
zfp281,d330028d13rik
zfp281,prc1
zfp281,thumpd1
zfp281,zfp445
zfp281,tcstv3
zfp281,af067061
zfp281,pcyt1b
zfp281,nxt2
zfp281,fam78a
zfp281,klhl9
zfp281,il28ra
zfp281,bsx
zfp281,olfr598
zfp281,olfr763
zfp281,sec22a
zfp281,zfp750
zfp281,igf2bp2
zfp281,lrig3
zfp281,dctd
zfp281,chd7
zfp281,mtap7d3
zfp281,birc7
zfp281,dennd4c
zfp281,kctd10
zfp281,tceal5
zfp281,tas2r120
zfp281,2610020h08rik
zfp281,ankrd34a
zfp281,4930588k23rik
zfp281,6030469f06rik
sall4,abca1
sall4,acta2
sall4,aspa
sall4,adam9
sall4,plin2
sall4,adm
sall4,angpt1
sall4,aire
sall4,anxa3
sall4,anxa5
sall4,apobec2
sall4,app
sall4,aqp3
sall4,arg2
sall4,arhgdib
sall4,bach2
sall4,bcl6
sall4,bdnf
sall4,bgn
sall4,bmi1
sall4,bmp2
sall4,commd3
sall4,ciita
sall4,anxa2
sall4,calca
sall4,capn2
sall4,capn5
sall4,car4
sall4,cav1
sall4,cav2
sall4,runx1
sall4,serpinh1
sall4,cbs
sall4,ccnd1
sall4,ccnd2
sall4,cd34
sall4,cd44
sall4,cdh11
sall4,cdkn1a
sall4,cdkn1c
sall4,cdkn2a
sall4,ovgp1
sall4,cxcr4
sall4,cobl
sall4,coch
sall4,col3a1
sall4,col4a5
sall4,col5a2
sall4,col8a1
sall4,crip1
sall4,cryab
sall4,csf1
sall4,cyct
sall4,cyp1b1
sall4,cyp3a13
sall4,cyp51
sall4,ddc
sall4,dhcr7
sall4,dlk1
sall4,dlx2
sall4,dok2
sall4,dpp4
sall4,dub1
sall4,ecm1
sall4,edn1
sall4,efna5
sall4,efnb2
sall4,egr3
sall4,emp1
sall4,emp3
sall4,en2
sall4,epb4.1l3
sall4,epb4.9
sall4,erbb3
sall4,mpzl2
sall4,eya4
sall4,sfxn1
sall4,fabp3
sall4,foxh1
sall4,fbn1
sall4,fbn2
sall4,fgf17
sall4,fgf4
sall4,fgfbp1
sall4,fgfr2
sall4,ctgf
sall4,fkbp10
sall4,fos
sall4,fosl2
sall4,fst
sall4,fstl1
sall4,fut9
sall4,gjb3
sall4,gng12
sall4,gng2
sall4,gng3
sall4,gpc4
sall4,gsta3
sall4,gstm3
sall4,gstt2
sall4,h2-q7
sall4,hal
sall4,foxg1
sall4,hmga2
sall4,hoxa1
sall4,hoxd8
sall4,hpd
sall4,id1
sall4,ier5
sall4,cyr61
sall4,igfbp4
sall4,irs1
sall4,itgav
sall4,itgb1
sall4,cd47
sall4,itm2a
sall4,jak2
sall4,kcnk1
sall4,lck
sall4,ldhb
sall4,lef1
sall4,lgals1
sall4,lgals7
sall4,lnx1
sall4,loxl1
sall4,anxa1
sall4,lxn
sall4,maf
sall4,man1a
sall4,meis1
sall4,foxc1
sall4,kitl
sall4,mgmt
sall4,mmp14
sall4,mmp9
sall4,mras
sall4,meis2
sall4,cited2
sall4,msx2
sall4,myb
sall4,myh6
sall4,nab2
sall4,ncam1
sall4,nedd9
sall4,nfib
sall4,nfkbie
sall4,nefm
sall4,nrp1
sall4,nrxn1
sall4,ntn1
sall4,oat
sall4,olfr54
sall4,otx2
sall4,pdgfrb
sall4,pecam1
sall4,rhox5
sall4,pfn2
sall4,cdk14
sall4,phxr5
sall4,prkd1
sall4,serpine1
sall4,plat
sall4,plcd1
sall4,pltp
sall4,pou3f1
sall4,pou6f1
sall4,ppic
sall4,prkg2
sall4,prlr
sall4,pstpip2
sall4,rhox6
sall4,ptgs2
sall4,ptk2b
sall4,ptprd
sall4,ptrf
sall4,ptx3
sall4,pxmp2
sall4,rab12
sall4,rasgrp2
sall4,rlbp1
sall4,s100a13
sall4,s100a6
sall4,scd1
sall4,cxcl12
sall4,sord
sall4,sema3c
sall4,sema4c
sall4,sgce
sall4,st3gal2
sall4,st8sia1
sall4,six1
sall4,slc1a1
sall4,slc1a5
sall4,slc22a12
sall4,plk2
sall4,sox15
sall4,sox4
sall4,sox6
sall4,serpinb9b
sall4,serpine2
sall4,serpinb9
sall4,spnb3
sall4,aurkc
sall4,stra8
sall4,suv39h1
sall4,vamp7
sall4,sycp3
sall4,tagln
sall4,tcf12
sall4,tcfap2a
sall4,tcl1
sall4,phlda1
sall4,tes
sall4,tgfb1i1
sall4,tgfb2
sall4,tgfbi
sall4,tgfbr2
sall4,timp1
sall4,timp2
sall4,timp3
sall4,tnnc1
sall4,tnfaip2
sall4,tnfaip6
sall4,ppp1r13b
sall4,tpm2
sall4,trh
sall4,tst
sall4,ttn
sall4,tuba3b
sall4,tuft1
sall4,ube1y1
sall4,dpysl3
sall4,vim
sall4,wisp1
sall4,wnt4
sall4,wnt5a
sall4,xlr3c
sall4,xrcc5
sall4,plagl1
sall4,rnf103
sall4,zfp46
sall4,zfpm2
sall4,zhx1
sall4,slc30a4
sall4,zp3
sall4,zyx
sall4,klf6
sall4,ets1
sall4,gadd45g
sall4,gpc6
sall4,sh3bp5
sall4,zeb2
sall4,axl
sall4,ceacam10
sall4,ifi202b
sall4,slc27a2
sall4,ror1
sall4,pla2g10
sall4,aoah
sall4,pla2g7
sall4,zfp354b
sall4,tnfrsf12a
sall4,peg12
sall4,d7zem2
sall4,d3wsu106e
sall4,bag3
sall4,ndrg2
sall4,tnfrsf19
sall4,ulk2
sall4,tor3a
sall4,lats2
sall4,hist1h1c
sall4,crim1
sall4,hs6st2
sall4,hmgn5
sall4,rab11fip5
sall4,rhpn2
sall4,acaa2
sall4,cpsf4l
sall4,d13ertd608e
sall4,ccdc43
sall4,pdlim3
sall4,cldn7
sall4,insm1
sall4,slc5a3
sall4,pcdh7
sall4,irx5
sall4,cacng6
sall4,phc2
sall4,slc4a4
sall4,il1f6
sall4,pdgfc
sall4,pdzrn3
sall4,plac1
sall4,rhog
sall4,hdac7
sall4,ptpn9
sall4,dbn1
sall4,dusp14
sall4,pfkp
sall4,socs5
sall4,fads2
sall4,mbnl1
sall4,aldh1a3
sall4,rbms1
sall4,parva
sall4,slc15a2
sall4,cdon
sall4,vstm2b
sall4,sh3kbp1
sall4,ppp1r1a
sall4,fam181b
sall4,chst11
sall4,pga5
sall4,stk25
sall4,bhlhe22
sall4,fetub
sall4,tg(apoc1)3lmh
sall4,dusp10
sall4,smoc1
sall4,gpr85
sall4,slc5a4b
sall4,cubn
sall4,lima1
sall4,fkbp11
sall4,1110036o03rik
sall4,sc4mol
sall4,fam82b
sall4,pla2g12a
sall4,ahnak
sall4,2610528j11rik
sall4,2810002d19rik
sall4,aggf1
sall4,lix1
sall4,spesp1
sall4,ptplad2
sall4,cntnap2
sall4,1700029g01rik
sall4,2410004a20rik
sall4,dnajb4
sall4,d16ertd472e
sall4,naaa
sall4,nts
sall4,ikbip
sall4,klhl13
sall4,1700097n02rik
sall4,mgat4c
sall4,alg13
sall4,patl2
sall4,wfdc2
sall4,pdzd2
sall4,smarcc2
sall4,b230217c12rik
sall4,gpr177
sall4,2400009b08rik
sall4,krt42
sall4,evc2
sall4,ecscr
sall4,cthrc1
sall4,letmd1
sall4,ifitm1
sall4,1110038d17rik
sall4,arv1
sall4,1810011o10rik
sall4,bola1
sall4,snx24
sall4,slc38a4
sall4,gpx8
sall4,pxdn
sall4,iqcg
sall4,glod5
sall4,sis
sall4,mllt3
sall4,2210011c24rik
sall4,steap1
sall4,inf2
sall4,5730409n24rik
sall4,5730433n10rik
sall4,gulp1
sall4,4921519g19rik
sall4,stox2
sall4,tbc1d9
sall4,ano9
sall4,wdr31
sall4,pogk
sall4,dram1
sall4,fam13c
sall4,klhl5
sall4,lrrc34
sall4,antxr2
sall4,tom1l1
sall4,mageb16
sall4,tdrd12
sall4,fndc3b
sall4,2200002d01rik
sall4,2210409e12rik
sall4,zfp566
sall4,dnajc6
sall4,zfp618
sall4,prrc1
sall4,pcdh18
sall4,1700042o10rik
sall4,hspa12a
sall4,vgll3
sall4,2410076i21rik
sall4,zbtb8a
sall4,dppa3
sall4,fam98c
sall4,arhgap18
sall4,grip1
sall4,npl
sall4,1300003b13rik
sall4,errfi1
sall4,rnd3
sall4,lrrc2
sall4,tspan17
sall4,sohlh2
sall4,9030425l15rik
sall4,stx11
sall4,5830408b19rik
sall4,kbtbd11
sall4,4930486g11rik
sall4,lysmd4
sall4,4930526l06rik
sall4,capsl
sall4,calml4
sall4,tm4sf5
sall4,fam65a
sall4,six6os1
sall4,tax1bp3
sall4,prss23
sall4,kndc1
sall4,1600029d21rik
sall4,fam49a
sall4,fam81a
sall4,mnd1
sall4,2310076g05rik
sall4,chst1
sall4,ston1
sall4,c030013e06rik
sall4,c030027h14rik
sall4,mtus2
sall4,limch1
sall4,fam115a
sall4,filip1l
sall4,ak7
sall4,5830407p18rik
sall4,tnfrsf23
sall4,pdcl2
sall4,parp9
sall4,hspb8
sall4,mov10l1
sall4,bicc1
sall4,cml2
sall4,glrx
sall4,gpnmb
sall4,serpinb9g
sall4,spock2
sall4,tinagl1
sall4,tmem40
sall4,loxl2
sall4,ptges2
sall4,serpinb6c
sall4,aa409368
sall4,au021128
sall4,smpdl3b
sall4,slc44a1
sall4,phldb1
sall4,slc6a15
sall4,gldc
sall4,rhox9
sall4,cdc42ep1
sall4,slain1
sall4,mbnl2
sall4,prickle1
sall4,tnfaip8
sall4,2010002n04rik
sall4,kctd1
sall4,4732423e21rik
sall4,magee1
sall4,ap1s2
sall4,camk2d
sall4,rimklb
sall4,2210408k08rik
sall4,mmaa
sall4,cald1
sall4,cbr3
sall4,tcpm1
sall4,pygl
sall4,krt5
sall4,ly6a
sall4,rps6ka3
sall4,tshz1
sall4,tic1
sall4,npnt
sall4,tle6
sall4,zfp264
sall4,bmp2k
sall4,parvb
sall4,mical1
sall4,ufsp2
sall4,rimkla
sall4,fmr1nb
sall4,pknox2
sall4,btla
sall4,phldb2
sall4,enpp3
sall4,lpp
sall4,tmem151b
sall4,kcnh8
sall4,c330016o10rik
sall4,slc45a3
sall4,plekhg1
sall4,megf11
sall4,e330016a19rik
sall4,wipf1
sall4,ilvbl
sall4,tspan8
sall4,pik3ip1
sall4,chd3
sall4,ppp1r9b
sall4,gmds
sall4,lhfpl2
sall4,zfp503
sall4,farp1
sall4,timm8a2
sall4,5031439g07rik
sall4,tmem191c
sall4,crybg3
sall4,2-mar
sall4,fez2
sall4,zfp521
sall4,slmo1
sall4,zadh2
sall4,glis3
sall4,dner
sall4,slco4c1
sall4,gsn
sall4,gca
sall4,trib3
sall4,ctso
sall4,adamtsl4
sall4,5330417c22rik
sall4,slc25a24
sall4,tram1l1
sall4,galnt12
sall4,megf9
sall4,lrrc41
sall4,tmem125
sall4,zfp362
sall4,gprc5a
sall4,blvrb
sall4,zfp850
sall4,lrrk1
sall4,tmem231
sall4,plcg2
sall4,usp28
sall4,parp3
sall4,stard8
sall4,lhfpl1
sall4,ssh2
sall4,bc068281
sall4,zfp458
sall4,kctd12
sall4,liph
sall4,st6gal2
sall4,phc3
sall4,zfp697
sall4,gm428
sall4,stard13
sall4,parp12
sall4,hspb6
sall4,mctp2
sall4,lonrf1
sall4,tox3
sall4,au018091
sall4,aa414768
sall4,dcaf12l1
sall4,gm364
sall4,rbm47
sall4,vasn
sall4,ap1s3
sall4,klk8
sall4,rnf217
sall4,sh3pxd2b
sall4,bahcc1
sall4,fam107a
sall4,nrip1
sall4,ltbp1
sall4,plekhg5
sall4,vat1l
sall4,ankdd1b
sall4,zfp398
sall4,zfp385c
sall4,wnk3
sall4,serpinb1b
sall4,hist3h2a
sall4,hist1h2bg
sall4,9230105e10rik
sall4,idi1
sall4,itpripl2
sall4,slc25a40
sall4,bbs9
sall4,cobll1
sall4,vwc2
sall4,sp8
sall4,lefty2
sall4,c130075a20rik
sall4,6430537k16rik
sall4,a130022j21rik
sall4,b130021b11rik
sall4,a930035d04rik
sall4,mast4
sall4,zmiz1
sall4,ankrd44
sall4,b4galnt4
sall4,pramel7
sall4,sfmbt2
sall4,eras
sall4,ccdc68
sall4,mreg
sall4,bc061212
sall4,tsen2
sall4,gm5182
sall4,aim2
sall4,pnma5
sall4,au015836
sall4,flrt2
sall4,c530014p21rik
sall4,a730062m13rik
sall4,plcxd2
sall4,acsl5
sall4,gm14511
sall4,ccdc160
sall4,ldoc1
sall4,gm15128
sall4,apcdd1
sall4,b930025b16rik
sall4,ubtfl1
sall4,trim43a
sall4,parp14
sall4,loc552876
sall4,mgc118608
sall4,gm6257
sall4,loc634417
sall4,loc639910
sall4,loc640794
sall4,tubb2c-ps2
sall4,gm15529
sall4,zxdb
sall4,gm12617
sall4,loc676837
sall4,loc677369
sall4,palm2-akap2
sall4,gm10786
sall4,d130062j21rik
sall4,loc100038935
sall4,gm13057
sall4,ahnak2
sall4,2610203c20rik
sall4,gm13305
sall4,loc100044363
sall4,loc100044570
sall4,loc100045283
sall4,loc100045612
sall4,loc100045979
sall4,loc100046434
sall4,loc100046802
sall4,loc100046883
sall4,loc100047108
sall4,loc100047564
sall4,loc100047864
sall4,loc100048010
sall4,loc100048079
sall4,loc100048332
sall4,actg2
sall4,adam8
sall4,gpr182
sall4,adra2a
sall4,agtr2
sall4,aldh3a1
sall4,atf3
sall4,bcat1
sall4,btg1
sall4,btg2
sall4,capn3
sall4,car3
sall4,ch25h
sall4,ckmt1
sall4,cldn4
sall4,cox7a1
sall4,crmp1
sall4,dazl
sall4,slc29a2
sall4,twist2
sall4,drp2
sall4,dsg2
sall4,lefty1
sall4,egf
sall4,egr1
sall4,egr2
sall4,emr1
sall4,eomes
sall4,epha3
sall4,epha7
sall4,ereg
sall4,gnb1l
sall4,esr1
sall4,f2rl2
sall4,fmod
sall4,fosl1
sall4,b4galnt2
sall4,gas1
sall4,gbx2
sall4,gch1
sall4,gstm6
sall4,h2-bl
sall4,h2-l
sall4,hbegf
sall4,nr4a1
sall4,hoxa10
sall4,hs3st1
sall4,htr1d
sall4,igfbp5
sall4,il6
sall4,irs4
sall4,jun
sall4,junb
sall4,kcnd2
sall4,aff3
sall4,lama1
sall4,lgals6
sall4,lum
sall4,smad6
sall4,masp2
sall4,matn3
sall4,mef2c
sall4,cd200
sall4,mapt
sall4,mthfd2
sall4,nfe2l3
sall4,nnat
sall4,notch4
sall4,npy5r
sall4,nsmaf
sall4,nr4a2
sall4,olfr50
sall4,pax6
sall4,abcb1b
sall4,abcb1a
sall4,pitx2
sall4,serpinb2
sall4,4-sep
sall4,pou4f2
sall4,srgn
sall4,ptn
sall4,dusp1
sall4,rfx2
sall4,scd2
sall4,cxcl5
sall4,sepp1
sall4,snn
sall4,sox11
sall4,sox17
sall4,sox3
sall4,serpina3g
sall4,sycp1
sall4,sdc4
sall4,tbx3
sall4,tcf15
sall4,tead4
sall4,tgfa
sall4,tia1
sall4,unc13b
sall4,vwf
sall4,wnt7b
sall4,wt1
sall4,zic1
sall4,zic2
sall4,mmp17
sall4,pacsin1
sall4,dapp1
sall4,dpysl4
sall4,podxl
sall4,d0h4s114
sall4,trpm2
sall4,dpf1
sall4,sall2
sall4,stag3
sall4,st6galnac6
sall4,d4ertd298e
sall4,ppp1r10
sall4,d4ertd117e
sall4,d18ertd232e
sall4,tslp
sall4,d630030b22rik
sall4,elovl2
sall4,zfp326
sall4,hs3st3b1
sall4,sertad1
sall4,gde1
sall4,txnip
sall4,dpt
sall4,rgs17
sall4,slc15a1
sall4,plag1
sall4,tulp2
sall4,cldn9
sall4,cxcl14
sall4,ppbp
sall4,ai256396
sall4,fxyd6
sall4,zfp296
sall4,gmfg
sall4,tnmd
sall4,1190002h23rik
sall4,arrdc4
sall4,5730528l13rik
sall4,neat1
sall4,1700019n12rik
sall4,ptgr1
sall4,1700020n01rik
sall4,1110004m10rik
sall4,tmem126b
sall4,ppfia4
sall4,srpx2
sall4,pnlip
sall4,1810010h24rik
sall4,2200002j24rik
sall4,1700007k13rik
sall4,pof1b
sall4,bdh2
sall4,rab43
sall4,metrn
sall4,reep6
sall4,gprc5c
sall4,2310061a09rik
sall4,rufy2
sall4,5730407m17rik
sall4,prdm16
sall4,3830417a13rik
sall4,nipal1
sall4,rasgef1a
sall4,6330403l08rik
sall4,d19ertd652e
sall4,4632415l05rik
sall4,4921521f21rik
sall4,5530402h23rik
sall4,8430437o03rik
sall4,9030607l17rik
sall4,c2cd2l
sall4,dus4l
sall4,2510009e07rik
sall4,sh2d4a
sall4,2810427a07rik
sall4,2810455b08rik
sall4,pard3b
sall4,crtac1
sall4,2900056m20rik
sall4,2900046f13rik
sall4,1700109f18rik
sall4,mipol1
sall4,fam110a
sall4,phf19
sall4,nfam1
sall4,nuak2
sall4,gtsf1
sall4,4933402e13rik
sall4,lrrc15
sall4,lrrc17
sall4,4833412c15rik
sall4,lrrc48
sall4,4930432k21rik
sall4,4930481b07rik
sall4,morc4
sall4,4930422c21rik
sall4,got1l1
sall4,phf15
sall4,6030451c04rik
sall4,8030425k09rik
sall4,c030034i22rik
sall4,notum
sall4,csrnp3
sall4,a930004d18rik
sall4,lpar4
sall4,ntf5
sall4,9530086o07rik
sall4,zc3h6
sall4,ttc30a1
sall4,1500015o10rik
sall4,a030009h04rik
sall4,c1qtnf3
sall4,trps1
sall4,nrg4
sall4,smarca1
sall4,zfp423
sall4,c80889
sall4,b3gnt9
sall4,c80998
sall4,c79741
sall4,nlrp4f
sall4,efhd1
sall4,mael
sall4,eps8l2
sall4,aa409261
sall4,ai465300
sall4,10-sep
sall4,arrdc3
sall4,aa986715
sall4,ankrd1
sall4,tm6sf1
sall4,olr1
sall4,ston2
sall4,syt17
sall4,cyp11b1
sall4,manba
sall4,d17h6s56e-5
sall4,rims2
sall4,glcci1
sall4,phf21a
sall4,ai646023
sall4,cyb5d2
sall4,reps2
sall4,sned1
sall4,samd9l
sall4,asxl3
sall4,rsph4a
sall4,sertad4
sall4,hip1
sall4,ccdc85a
sall4,spns2
sall4,lrrc3b
sall4,itgbl1
sall4,slc37a1
sall4,ttc7
sall4,gm4850
sall4,pip5kl1
sall4,ebf4
sall4,ppp1r3d
sall4,slc16a4
sall4,sesn2
sall4,fbxo2
sall4,ficd
sall4,rimbp2
sall4,adap1
sall4,slc6a1
sall4,klhdc5
sall4,ccdc136
sall4,arhgap33
sall4,zfp352
sall4,ccdc38
sall4,dleu7
sall4,enox1
sall4,bc024814
sall4,pgap1
sall4,st8sia6
sall4,fam78a
sall4,bnc2
sall4,gpr133
sall4,nfkbid
sall4,d8ertd82e
sall4,zfp711
sall4,9930012k11rik
sall4,abat
sall4,gm672
sall4,rab6b
sall4,arntl2
sall4,spib
sall4,b230216g23rik
sall4,syne2
sall4,9130221j17rik
sall4,e130006n16rik
sall4,9630050e16rik
sall4,9430081i23rik
sall4,cachd1
sall4,5930405f01rik
sall4,b930068k11rik
sall4,9830001h06rik
sall4,e130307a14rik
sall4,b930054o08
sall4,gfod1
sall4,bex6
sall4,hecw2
sall4,col8a2
sall4,gal3st4
sall4,trim66
sall4,nalcn
sall4,8030474k03rik
sall4,rnf39
sall4,bc046401
sall4,2410003i16rik
sall4,6030487a22rik
sall4,bc023202
sall4,d130007h15rik
sall4,mfsd2b
sall4,d630045m09rik
sall4,loc432958
sall4,gm9918
sall4,a930007a09rik
sall4,aa388235
sall4,mn1
sall4,zfp560
sall4,aa386476
sall4,zfp551
sall4,gm6212
sall4,loc621549
sall4,4631416l12rik
sall4,gm6787
sall4,ak3l2-ps
sall4,loc641136
sall4,zscan4f
sall4,trim5
sall4,dmrtc1c2
sall4,myh7b
sall4,loc671957
sall4,loc676974
sall4,g730007d18rik
sall4,loc100039111
sall4,gm10395
sall4,gm13671
sall4,mirg
sall4,ly6c2
sall4,2210403k04rik
sall4,loc100043371
sall4,loc100045877
sall4,loc100046314
sall4,loc100047134
sall4,loc100047186
sall4,loc100047683
sall4,loc100047857
sall4,loc100047937
sall4,gm12264
esrrb,ap3b2
esrrb,atp1b1
esrrb,atp10a
esrrb,bcat1
esrrb,smyd1
esrrb,ccnd2
esrrb,ccnd3
esrrb,crym
